									DNK       	NOR       	SWE       	FIN       	BALT      	EUR       
RP2       	.         	h97        	2.74857   	11.85413  	10.56664  	7.31809   	2.20646   	45.11682  
RP2       	.         	h98        	2.73710   	11.79858  	10.51705  	7.27286   	2.19657   	45.07003  
RP2       	.         	h99        	2.75768   	11.80078  	10.50527  	7.39633   	2.24834   	45.89562  
RP2       	.         	h100       	2.86602   	11.97820  	10.79414  	7.86813   	2.53385   	47.84703  
RP2       	.         	h101       	3.21236   	12.66688  	11.77828  	8.28156   	2.89433   	52.67243  
RP2       	.         	h102       	3.66224   	13.60312  	13.01194  	8.52103   	3.20259   	57.59928  
RP2       	.         	h103       	3.98079   	14.13625  	13.66398  	8.67057   	3.39374   	61.06384  
RP2       	.         	h104       	4.11716   	14.29348  	13.89245  	8.71243   	3.45781   	62.95137  
RP2       	.         	h105       	4.18080   	14.29960  	13.97640  	8.71839   	3.46711   	64.54912  
RP2       	.         	h106       	4.18121   	14.17571  	13.90754  	8.69244   	3.44229   	65.98379  
RP2       	.         	h107       	4.10879   	14.01176  	13.73543  	8.60866   	3.44858   	65.82489  
RP2       	.         	h108       	4.06852   	13.86947  	13.54899  	8.52537   	3.41152   	64.78265  
RP2       	.         	h109       	3.98960   	13.75782  	13.35019  	8.47202   	3.35490   	63.40655  
RP2       	.         	h110       	3.87397   	13.65315  	13.21826  	8.42650   	3.28367   	62.29777  
RP2       	.         	h111       	3.84122   	13.59513  	13.14918  	8.42604   	3.21310   	61.22376  
RP2       	.         	h112       	4.00469   	13.55446  	13.26663  	8.43170   	3.18045   	60.88484  
RP2       	.         	h113       	4.03080   	13.55132  	13.29212  	8.54833   	3.17612   	60.98551  
RP2       	.         	h114       	3.90951   	13.62503  	13.32011  	8.61286   	3.20786   	61.06601  
RP2       	.         	h115       	3.76857   	13.66170  	13.20751  	8.39829   	3.17472   	59.91101  
RP2       	.         	h116       	3.61604   	13.56112  	12.83936  	8.42118   	2.99771   	57.73023  
RP2       	.         	h117       	3.42723   	13.30933  	12.28397  	8.37876   	2.70122   	55.29807  
RP2       	.         	h118       	3.16553   	12.84640  	11.56160  	7.99747   	2.46304   	51.66311  
RP2       	.         	h119       	2.94200   	12.33867  	10.92860  	7.63422   	2.30978   	48.35141  
